year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct
2010,ARM,SVK,ALL,267265.7,0.0018%
2010,ARM,SVN,ALL,704156.09,0.0047%
2010,ARM,SWE,ALL,1125626.65,0.0074%
2010,ARM,UKR,ALL,13055306.87,0.086%
2010,ARM,BLZ,ALL,4667331,0.031%
2010,ARM,CAN,ALL,28667393.47,0.19%
2010,ARM,DOM,ALL,20081,0.00013%
2010,ARM,MEX,ALL,92586,0.00061%
2010,ARM,PAN,ALL,2304292,0.015%
2010,ARM,USA,ALL,84744559.15,0.56%
2010,ARM,VGB,ALL,188760,0.0012%
2010,ARM,AUS,ALL,955885.97,0.0063%
2010,ARM,NZL,ALL,34212,0.00023%
2010,ARM,TON,ALL,8732.7,0.000058%
2010,ARM,ARG,ALL,1400,0.0000093%
2010,ARM,BOL,ALL,3386.93,0.000022%
2010,ARM,BRA,ALL,895437.56,0.0059%
2010,ARM,CHL,ALL,1213,0.0000080%
2010,ARM,COL,ALL,2946377.85,0.019%
2010,ARM,PER,ALL,8377,0.000055%
2010,ARM,XXA,ALL,7653614,0.051%
2011,ARM,CIV,ALL,7752,0.000051%
2011,ARM,CMR,ALL,78449.99,0.00052%
2011,ARM,EGY,ALL,288654,0.0019%
2011,ARM,GAB,ALL,773887,0.0051%
2011,ARM,GHA,ALL,271296,0.0018%
2011,ARM,GMB,ALL,3272.02,0.000022%
2011,ARM,KEN,ALL,33000,0.00022%
2011,ARM,LBY,ALL,38270,0.00025%
2011,ARM,MLI,ALL,19235.65,0.00013%
2011,ARM,MOZ,ALL,81370.82,0.00054%
2011,ARM,MRT,ALL,7389584.68,0.049%
2011,ARM,RWA,ALL,3441,0.000023%
2011,ARM,SDN,ALL,13221.98,0.000087%
2011,ARM,SEN,ALL,417747.65,0.0028%
2011,ARM,SLE,ALL,3523,0.000023%
2011,ARM,TZA,ALL,519065.22,0.0034%
2011,ARM,UGA,ALL,5280,0.000035%
2011,ARM,ZAF,ALL,248838.87,0.0016%
2011,ARM,ZWE,ALL,20087.03,0.00013%
2011,ARM,AFG,ALL,105299.92,0.00070%
2011,ARM,ARE,ALL,9612596,0.064%
2011,ARM,BGD,ALL,43141,0.00029%
2011,ARM,CHN,ALL,18699868.7,0.12%
2011,ARM,CYP,ALL,1655734.15,0.011%
2011,ARM,GEO,ALL,58921908.81,0.39%
2011,ARM,HKG,ALL,2481103.33,0.016%
2011,ARM,IDN,ALL,56923.61,0.00038%
2011,ARM,IND,ALL,4190531.28,0.028%
2011,ARM,IRN,ALL,14582341.5,0.096%
2011,ARM,IRQ,ALL,4850640,0.032%
2011,ARM,ISR,ALL,1859071.96,0.012%
2011,ARM,JOR,ALL,2115,0.000014%
2011,ARM,JPN,ALL,2228296.43,0.015%
2011,ARM,KAZ,ALL,4542398.11,0.030%
2011,ARM,KGZ,ALL,394362.61,0.0026%
2011,ARM,KOR,ALL,15568470.39,0.10%
2011,ARM,LBN,ALL,285597.79,0.0019%
2011,ARM,LKA,ALL,7030,0.000046%
2011,ARM,MNG,ALL,10795,0.000071%
2011,ARM,MYS,ALL,43719.27,0.00029%
2011,ARM,PAK,ALL,271780.01,0.0018%
2011,ARM,PHL,ALL,1000,0.0000066%
2011,ARM,PSE,ALL,16619.52,0.00011%
2011,ARM,QAT,ALL,157290,0.0010%
2011,ARM,SAU,ALL,407447,0.0027%
2011,ARM,SGP,ALL,235260.77,0.0016%
2011,ARM,SYR,ALL,12418,0.000082%
2011,ARM,THA,ALL,4156213.02,0.027%
2011,ARM,TJK,ALL,624062,0.0041%
2011,ARM,TKM,ALL,4543896,0.030%
2011,ARM,TUR,ALL,417853,0.0028%
2011,ARM,UZB,ALL,1620150,0.011%
2011,ARM,VNM,ALL,102180,0.00068%
2011,ARM,XXB,ALL,29513,0.00020%
2011,ARM,YEM,ALL,115181339.98,0.76%
2011,ARM,ALB,ALL,12900,0.000085%
2011,ARM,AUT,ALL,10464478.89,0.069%
2011,ARM,BGR,ALL,584595.51,0.0039%
2011,ARM,BIH,ALL,139474.8,0.00092%
2011,ARM,BLR,ALL,5826781.8,0.039%
2011,ARM,BLX,ALL,72899183.74,0.48%
2011,ARM,CHE,ALL,37979213.44,0.25%
2011,ARM,CZE,ALL,2061872.25,0.014%
2011,ARM,DEU,ALL,179786997.11,1.2%
2011,ARM,DNK,ALL,55716.05,0.00037%
2011,ARM,ESP,ALL,88550298.62,0.59%
2011,ARM,EST,ALL,87631.4,0.00058%
2011,ARM,FIN,ALL,123095.87,0.00081%
2011,ARM,FRA,ALL,21933279.84,0.15%
2011,ARM,GBR,ALL,437626.93,0.0029%
2011,ARM,GRC,ALL,157183.28,0.0010%
2011,ARM,HRV,ALL,1204704.48,0.0080%
2011,ARM,HUN,ALL,498238.3,0.0033%
2011,ARM,IRL,ALL,3073,0.000020%
2011,ARM,ITA,ALL,9734212.18,0.064%
2011,ARM,LTU,ALL,1088025.13,0.0072%
2011,ARM,LVA,ALL,1080096.5,0.0071%
2011,ARM,MDA,ALL,487867.31,0.0032%
2011,ARM,MKD,ALL,1198,0.0000079%
2011,ARM,MNE,ALL,66921.59,0.00044%
2011,ARM,NLD,ALL,116269634.63,0.77%
2011,ARM,NOR,ALL,161137.25,0.0011%
2011,ARM,POL,ALL,1518494.19,0.010%
2011,ARM,PRT,ALL,6225,0.000041%
2011,ARM,ROU,ALL,468629.6,0.0031%
2011,ARM,RUS,ALL,226485511.11,1.5%
2011,ARM,SRB,ALL,5530543.23,0.037%
2011,ARM,SVK,ALL,195828.56,0.0013%
2011,ARM,SVN,ALL,1239438.28,0.0082%
2011,ARM,SWE,ALL,1050492.5,0.0069%
2011,ARM,UKR,ALL,15747033.21,0.10%
2011,ARM,BLZ,ALL,10828768,0.072%
2011,ARM,BRB,ALL,5385,0.000036%
2011,ARM,CAN,ALL,129663146.95,0.86%
2011,ARM,CRI,ALL,7683,0.000051%
2011,ARM,CUW,ALL,40892,0.00027%
2011,ARM,DOM,ALL,17478,0.00012%
2011,ARM,GTM,ALL,173309.95,0.0011%
2011,ARM,MEX,ALL,119909.97,0.00079%
2011,ARM,PAN,ALL,2350347,0.016%
2011,ARM,USA,ALL,103129027.95,0.68%
2011,ARM,VGB,ALL,47100,0.00031%
2011,ARM,AUS,ALL,1314103.65,0.0087%
2011,ARM,NZL,ALL,36796,0.00024%
2011,ARM,PNG,ALL,1348,0.0000089%
2011,ARM,TON,ALL,1658.3,0.000011%
2011,ARM,ARG,ALL,502714.46,0.0033%
2011,ARM,BRA,ALL,168465.92,0.0011%
2011,ARM,CHL,ALL,69834.96,0.00046%
2011,ARM,COL,ALL,1323722.92,0.0088%
2011,ARM,ECU,ALL,5642,0.000037%
2011,ARM,GUY,ALL,62545,0.00041%
2011,ARM,PER,ALL,1295,0.0000086%
2011,ARM,PRY,ALL,2379,0.000016%
2011,ARM,URY,ALL,9002.08,0.000060%
2011,ARM,VEN,ALL,35335.92,0.00023%
2011,ARM,XXA,ALL,11553088,0.076%
2012,ARM,BDI,ALL,24124,0.00016%
2012,ARM,BEN,ALL,23695,0.00016%
2012,ARM,DZA,ALL,9234,0.000061%
2012,ARM,EGY,ALL,6445,0.000043%
2012,ARM,GAB,ALL,538045,0.0036%
2012,ARM,MAR,ALL,4812,0.000032%
2012,ARM,MLI,ALL,29457.83,0.00019%
2012,ARM,NGA,ALL,9415,0.000062%
2012,ARM,SEN,ALL,284965.97,0.0019%
2012,ARM,SLE,ALL,21266,0.00014%
2012,ARM,TZA,ALL,24312,0.00016%
2012,ARM,UGA,ALL,24537,0.00016%
2012,ARM,ZAF,ALL,200469.43,0.0013%
2012,ARM,ZMB,ALL,5841,0.000039%
2012,ARM,AFG,ALL,210600,0.0014%
2012,ARM,ARE,ALL,7563203,0.050%
2012,ARM,BHR,ALL,58836,0.00039%
2012,ARM,CHN,ALL,36277582,0.24%
2012,ARM,CYP,ALL,8155941.96,0.054%
2012,ARM,GEO,ALL,72279283.53,0.48%
